"","GEOID","Place","race","estimate","year"
"2773","2463425","Potomac Park CDP","total",3157,"2010"
"2774","2463425","Potomac Park CDP","white",1624,"2010"
"2775","2463425","Potomac Park CDP","black",1364,"2010"
"2776","2463425","Potomac Park CDP","native_am",54,"2010"
"2777","2463425","Potomac Park CDP","asian",9,"2010"
"2778","2463425","Potomac Park CDP","pac_islander",0,"2010"
"2779","2463425","Potomac Park CDP","hispanic",60,"2010"
"2780","2463725","Powellville CDP","total",66,"2010"
"2781","2463725","Powellville CDP","white",66,"2010"
"2782","2463725","Powellville CDP","black",0,"2010"
"2783","2463725","Powellville CDP","native_am",0,"2010"
"2784","2463725","Powellville CDP","asian",0,"2010"
"2785","2463725","Powellville CDP","pac_islander",0,"2010"
"2786","2463725","Powellville CDP","hispanic",0,"2010"
"2787","2463825","Preston town","total",512,"2010"
"2788","2463825","Preston town","white",428,"2010"
"2789","2463825","Preston town","black",21,"2010"
"2790","2463825","Preston town","native_am",0,"2010"
"2791","2463825","Preston town","asian",13,"2010"
"2792","2463825","Preston town","pac_islander",0,"2010"
"2793","2463825","Preston town","hispanic",2,"2010"
"2794","2463950","Prince Frederick CDP","total",2601,"2010"
"2795","2463950","Prince Frederick CDP","white",1829,"2010"
"2796","2463950","Prince Frederick CDP","black",595,"2010"
"2797","2463950","Prince Frederick CDP","native_am",0,"2010"
"2798","2463950","Prince Frederick CDP","asian",59,"2010"
"2799","2463950","Prince Frederick CDP","pac_islander",0,"2010"
"2800","2463950","Prince Frederick CDP","hispanic",44,"2010"
"2801","2464000","Princess Anne town","total",3140,"2010"
"2802","2464000","Princess Anne town","white",1208,"2010"
"2803","2464000","Princess Anne town","black",1676,"2010"
"2804","2464000","Princess Anne town","native_am",0,"2010"
"2805","2464000","Princess Anne town","asian",0,"2010"
"2806","2464000","Princess Anne town","pac_islander",0,"2010"
"2807","2464000","Princess Anne town","hispanic",20,"2010"
"2808","2464375","Pylesville CDP","total",588,"2010"
"2809","2464375","Pylesville CDP","white",588,"2010"
