"","GEOID","Place","race","estimate","year"
"4079","2410737","Brown Station CDP","asian",172,"2020"
"4080","2410737","Brown Station CDP","pac_islander",0,"2020"
"4081","2410737","Brown Station CDP","hispanic",81,"2020"
"4082","2410800","Brownsville CDP","total",26,"2020"
"4083","2410800","Brownsville CDP","white",26,"2020"
"4084","2410800","Brownsville CDP","black",0,"2020"
"4085","2410800","Brownsville CDP","native_am",0,"2020"
"4086","2410800","Brownsville CDP","asian",0,"2020"
"4087","2410800","Brownsville CDP","pac_islander",0,"2020"
"4088","2410800","Brownsville CDP","hispanic",0,"2020"
"4089","2410900","Brunswick city","total",6364,"2020"
"4090","2410900","Brunswick city","white",5091,"2020"
"4091","2410900","Brunswick city","black",671,"2020"
"4092","2410900","Brunswick city","native_am",2,"2020"
"4093","2410900","Brunswick city","asian",104,"2020"
"4094","2410900","Brunswick city","pac_islander",0,"2020"
"4095","2410900","Brunswick city","hispanic",320,"2020"
"4096","2410925","Bryans Road CDP","total",8198,"2020"
"4097","2410925","Bryans Road CDP","white",1879,"2020"
"4098","2410925","Bryans Road CDP","black",5260,"2020"
"4099","2410925","Bryans Road CDP","native_am",59,"2020"
"4100","2410925","Bryans Road CDP","asian",242,"2020"
"4101","2410925","Bryans Road CDP","pac_islander",0,"2020"
"4102","2410925","Bryans Road CDP","hispanic",616,"2020"
"4103","2410950","Bryantown CDP","total",464,"2020"
"4104","2410950","Bryantown CDP","white",369,"2020"
"4105","2410950","Bryantown CDP","black",84,"2020"
"4106","2410950","Bryantown CDP","native_am",0,"2020"
"4107","2410950","Bryantown CDP","asian",0,"2020"
"4108","2410950","Bryantown CDP","pac_islander",0,"2020"
"4109","2410950","Bryantown CDP","hispanic",11,"2020"
"4110","2411050","Buckeystown CDP","total",1289,"2020"
"4111","2411050","Buckeystown CDP","white",1132,"2020"
"4112","2411050","Buckeystown CDP","black",36,"2020"
"4113","2411050","Buckeystown CDP","native_am",28,"2020"
"4114","2411050","Buckeystown CDP","asian",61,"2020"
"4115","2411050","Buckeystown CDP","pac_islander",0,"2020"
"4116","2411050","Buckeystown CDP","hispanic",153,"2020"
"4117","2411400","Burkittsville town","total",167,"2020"
"4118","2411400","Burkittsville town","white",161,"2020"
"4119","2411400","Burkittsville town","black",0,"2020"
"4120","2411400","Burkittsville town","native_am",0,"2020"
"4121","2411400","Burkittsville town","asian",0,"2020"
"4122","2411400","Burkittsville town","pac_islander",0,"2020"
"4123","2411400","Burkittsville town","hispanic",4,"2020"
"4124","2411550","Burnt Mills CDP","total",4083,"2020"
"4125","2411550","Burnt Mills CDP","white",1405,"2020"
"4126","2411550","Burnt Mills CDP","black",1375,"2020"
"4127","2411550","Burnt Mills CDP","native_am",0,"2020"
"4128","2411550","Burnt Mills CDP","asian",209,"2020"
"4129","2411550","Burnt Mills CDP","pac_islander",0,"2020"
"4130","2411550","Burnt Mills CDP","hispanic",1394,"2020"
"4131","2411750","Burtonsville CDP","total",10812,"2020"
"4132","2411750","Burtonsville CDP","white",2725,"2020"
"4133","2411750","Burtonsville CDP","black",3772,"2020"
"4134","2411750","Burtonsville CDP","native_am",40,"2020"
"4135","2411750","Burtonsville CDP","asian",3459,"2020"
"4136","2411750","Burtonsville CDP","pac_islander",0,"2020"
"4137","2411750","Burtonsville CDP","hispanic",931,"2020"
"4138","2411900","Butlertown CDP","total",328,"2020"
"4139","2411900","Butlertown CDP","white",191,"2020"
"4140","2411900","Butlertown CDP","black",137,"2020"
"4141","2411900","Butlertown CDP","native_am",0,"2020"
"4142","2411900","Butlertown CDP","asian",0,"2020"
"4143","2411900","Butlertown CDP","pac_islander",0,"2020"
"4144","2411900","Butlertown CDP","hispanic",0,"2020"
"4145","2412075","Cabin John CDP","total",2276,"2020"
"4146","2412075","Cabin John CDP","white",1768,"2020"
"4147","2412075","Cabin John CDP","black",126,"2020"
"4148","2412075","Cabin John CDP","native_am",9,"2020"
"4149","2412075","Cabin John CDP","asian",259,"2020"
"4150","2412075","Cabin John CDP","pac_islander",0,"2020"
"4151","2412075","Cabin John CDP","hispanic",163,"2020"
"4152","2412150","California CDP","total",14730,"2020"
"4153","2412150","California CDP","white",10261,"2020"
"4154","2412150","California CDP","black",2969,"2020"
"4155","2412150","California CDP","native_am",27,"2020"
"4156","2412150","California CDP","asian",278,"2020"
"4157","2412150","California CDP","pac_islander",0,"2020"
"4158","2412150","California CDP","hispanic",901,"2020"
"4159","2412175","Callaway CDP","total",1320,"2020"
"4160","2412175","Callaway CDP","white",1045,"2020"
"4161","2412175","Callaway CDP","black",171,"2020"
"4162","2412175","Callaway CDP","native_am",0,"2020"
"4163","2412175","Callaway CDP","asian",61,"2020"
"4164","2412175","Callaway CDP","pac_islander",0,"2020"
"4165","2412175","Callaway CDP","hispanic",28,"2020"
"4166","2412300","Calvert Beach CDP","total",860,"2020"
"4167","2412300","Calvert Beach CDP","white",778,"2020"
"4168","2412300","Calvert Beach CDP","black",12,"2020"
"4169","2412300","Calvert Beach CDP","native_am",0,"2020"
"4170","2412300","Calvert Beach CDP","asian",24,"2020"
"4171","2412300","Calvert Beach CDP","pac_islander",0,"2020"
"4172","2412300","Calvert Beach CDP","hispanic",18,"2020"
"4173","2412350","Calverton CDP","total",17034,"2020"
"4174","2412350","Calverton CDP","white",4642,"2020"
"4175","2412350","Calverton CDP","black",7292,"2020"
"4176","2412350","Calverton CDP","native_am",0,"2020"
"4177","2412350","Calverton CDP","asian",3016,"2020"
"4178","2412350","Calverton CDP","pac_islander",0,"2020"
"4179","2412350","Calverton CDP","hispanic",2958,"2020"
"4180","2412400","Cambridge city","total",12300,"2020"
"4181","2412400","Cambridge city","white",5175,"2020"
"4182","2412400","Cambridge city","black",5487,"2020"
"4183","2412400","Cambridge city","native_am",4,"2020"
"4184","2412400","Cambridge city","asian",242,"2020"
"4185","2412400","Cambridge city","pac_islander",0,"2020"
"4186","2412400","Cambridge city","hispanic",867,"2020"
"4187","2412600","Camp Springs CDP","total",21829,"2020"
"4188","2412600","Camp Springs CDP","white",2407,"2020"
"4189","2412600","Camp Springs CDP","black",17260,"2020"
"4190","2412600","Camp Springs CDP","native_am",0,"2020"
"4191","2412600","Camp Springs CDP","asian",364,"2020"
"4192","2412600","Camp Springs CDP","pac_islander",0,"2020"
"4193","2412600","Camp Springs CDP","hispanic",2201,"2020"
"4194","2412912","Cape St. Claire CDP","total",8405,"2020"
"4195","2412912","Cape St. Claire CDP","white",7554,"2020"
"4196","2412912","Cape St. Claire CDP","black",348,"2020"
"4197","2412912","Cape St. Claire CDP","native_am",0,"2020"
"4198","2412912","Cape St. Claire CDP","asian",158,"2020"
"4199","2412912","Cape St. Claire CDP","pac_islander",0,"2020"
"4200","2412912","Cape St. Claire CDP","hispanic",265,"2020"
"4201","2413000","Capitol Heights town","total",4505,"2020"
"4202","2413000","Capitol Heights town","white",298,"2020"
"4203","2413000","Capitol Heights town","black",3784,"2020"
"4204","2413000","Capitol Heights town","native_am",15,"2020"
"4205","2413000","Capitol Heights town","asian",0,"2020"
"4206","2413000","Capitol Heights town","pac_islander",0,"2020"
"4207","2413000","Capitol Heights town","hispanic",527,"2020"
"4208","2413225","Carlos CDP","total",58,"2020"
"4209","2413225","Carlos CDP","white",58,"2020"
"4210","2413225","Carlos CDP","black",0,"2020"
"4211","2413225","Carlos CDP","native_am",0,"2020"
"4212","2413225","Carlos CDP","asian",0,"2020"
"4213","2413225","Carlos CDP","pac_islander",0,"2020"
"4214","2413225","Carlos CDP","hispanic",0,"2020"
"4215","2413325","Carney CDP","total",29624,"2020"
"4216","2413325","Carney CDP","white",20356,"2020"
"4217","2413325","Carney CDP","black",4961,"2020"
"4218","2413325","Carney CDP","native_am",61,"2020"
"4219","2413325","Carney CDP","asian",3202,"2020"
"4220","2413325","Carney CDP","pac_islander",0,"2020"
"4221","2413325","Carney CDP","hispanic",1032,"2020"
"4222","2414125","Catonsville CDP","total",41592,"2020"
"4223","2414125","Catonsville CDP","white",29416,"2020"
"4224","2414125","Catonsville CDP","black",6871,"2020"
"4225","2414125","Catonsville CDP","native_am",214,"2020"
"4226","2414125","Catonsville CDP","asian",2950,"2020"
"4227","2414125","Catonsville CDP","pac_islander",6,"2020"
"4228","2414125","Catonsville CDP","hispanic",1588,"2020"
"4229","2414225","Cavetown CDP","total",1104,"2020"
"4230","2414225","Cavetown CDP","white",1052,"2020"
"4231","2414225","Cavetown CDP","black",24,"2020"
"4232","2414225","Cavetown CDP","native_am",0,"2020"
"4233","2414225","Cavetown CDP","asian",9,"2020"
"4234","2414225","Cavetown CDP","pac_islander",0,"2020"
"4235","2414225","Cavetown CDP","hispanic",24,"2020"
"4236","2414300","Cearfoss CDP","total",115,"2020"
"4237","2414300","Cearfoss CDP","white",55,"2020"
"4238","2414300","Cearfoss CDP","black",0,"2020"
"4239","2414300","Cearfoss CDP","native_am",0,"2020"
"4240","2414300","Cearfoss CDP","asian",60,"2020"
"4241","2414300","Cearfoss CDP","pac_islander",0,"2020"
"4242","2414300","Cearfoss CDP","hispanic",0,"2020"
"4243","2414325","Cecilton town","total",901,"2020"
"4244","2414325","Cecilton town","white",741,"2020"
"4245","2414325","Cecilton town","black",139,"2020"
"4246","2414325","Cecilton town","native_am",16,"2020"
"4247","2414325","Cecilton town","asian",0,"2020"
"4248","2414325","Cecilton town","pac_islander",0,"2020"
"4249","2414325","Cecilton town","hispanic",38,"2020"
"4250","2414550","Cedar Heights CDP","total",1977,"2020"
"4251","2414550","Cedar Heights CDP","white",1,"2020"
"4252","2414550","Cedar Heights CDP","black",1908,"2020"
"4253","2414550","Cedar Heights CDP","native_am",0,"2020"
"4254","2414550","Cedar Heights CDP","asian",0,"2020"
"4255","2414550","Cedar Heights CDP","pac_islander",0,"2020"
"4256","2414550","Cedar Heights CDP","hispanic",68,"2020"
"4257","2414800","Cedarville CDP","total",577,"2020"
"4258","2414800","Cedarville CDP","white",419,"2020"
"4259","2414800","Cedarville CDP","black",118,"2020"
"4260","2414800","Cedarville CDP","native_am",15,"2020"
"4261","2414800","Cedarville CDP","asian",5,"2020"
"4262","2414800","Cedarville CDP","pac_islander",0,"2020"
"4263","2414800","Cedarville CDP","hispanic",11,"2020"
"4264","2414950","Centreville town","total",4829,"2020"
"4265","2414950","Centreville town","white",4171,"2020"
"4266","2414950","Centreville town","black",556,"2020"
"4267","2414950","Centreville town","native_am",3,"2020"
"4268","2414950","Centreville town","asian",58,"2020"
"4269","2414950","Centreville town","pac_islander",0,"2020"
"4270","2414950","Centreville town","hispanic",141,"2020"
"4271","2415075","Chance CDP","total",413,"2020"
"4272","2415075","Chance CDP","white",300,"2020"
"4273","2415075","Chance CDP","black",77,"2020"
"4274","2415075","Chance CDP","native_am",0,"2020"
"4275","2415075","Chance CDP","asian",0,"2020"
"4276","2415075","Chance CDP","pac_islander",0,"2020"
"4277","2415075","Chance CDP","hispanic",36,"2020"
"4278","2415400","Charlestown town","total",1530,"2020"
"4279","2415400","Charlestown town","white",1409,"2020"
"4280","2415400","Charlestown town","black",22,"2020"
"4281","2415400","Charlestown town","native_am",0,"2020"
"4282","2415400","Charlestown town","asian",8,"2020"
"4283","2415400","Charlestown town","pac_islander",0,"2020"
"4284","2415400","Charlestown town","hispanic",40,"2020"
"4285","2415475","Charlotte Hall CDP","total",1740,"2020"
"4286","2415475","Charlotte Hall CDP","white",1326,"2020"
"4287","2415475","Charlotte Hall CDP","black",311,"2020"
"4288","2415475","Charlotte Hall CDP","native_am",0,"2020"
"4289","2415475","Charlotte Hall CDP","asian",25,"2020"
"4290","2415475","Charlotte Hall CDP","pac_islander",0,"2020"
"4291","2415475","Charlotte Hall CDP","hispanic",1,"2020"
"4292","2415500","Charlton CDP","total",380,"2020"
"4293","2415500","Charlton CDP","white",380,"2020"
"4294","2415500","Charlton CDP","black",0,"2020"
"4295","2415500","Charlton CDP","native_am",0,"2020"
"4296","2415500","Charlton CDP","asian",0,"2020"
"4297","2415500","Charlton CDP","pac_islander",0,"2020"
"4298","2415500","Charlton CDP","hispanic",0,"2020"
"4299","2415925","Chesapeake Beach town","total",5996,"2020"
"4300","2415925","Chesapeake Beach town","white",4978,"2020"
"4301","2415925","Chesapeake Beach town","black",468,"2020"
"4302","2415925","Chesapeake Beach town","native_am",83,"2020"
"4303","2415925","Chesapeake Beach town","asian",79,"2020"
"4304","2415925","Chesapeake Beach town","pac_islander",0,"2020"
"4305","2415925","Chesapeake Beach town","hispanic",97,"2020"
"4306","2415950","Chesapeake City town","total",725,"2020"
"4307","2415950","Chesapeake City town","white",621,"2020"
"4308","2415950","Chesapeake City town","black",17,"2020"
"4309","2415950","Chesapeake City town","native_am",0,"2020"
"4310","2415950","Chesapeake City town","asian",5,"2020"
"4311","2415950","Chesapeake City town","pac_islander",0,"2020"
"4312","2415950","Chesapeake City town","hispanic",141,"2020"
"4313","2416025","Chesapeake Landing CDP","total",132,"2020"
"4314","2416025","Chesapeake Landing CDP","white",84,"2020"
"4315","2416025","Chesapeake Landing CDP","black",15,"2020"
"4316","2416025","Chesapeake Landing CDP","native_am",0,"2020"
"4317","2416025","Chesapeake Landing CDP","asian",0,"2020"
"4318","2416025","Chesapeake Landing CDP","pac_islander",0,"2020"
"4319","2416025","Chesapeake Landing CDP","hispanic",0,"2020"
"4320","2416050","Chesapeake Ranch Estates CDP","total",9579,"2020"
"4321","2416050","Chesapeake Ranch Estates CDP","white",7614,"2020"
"4322","2416050","Chesapeake Ranch Estates CDP","black",1279,"2020"
"4323","2416050","Chesapeake Ranch Estates CDP","native_am",0,"2020"
"4324","2416050","Chesapeake Ranch Estates CDP","asian",130,"2020"
"4325","2416050","Chesapeake Ranch Estates CDP","pac_islander",0,"2020"
"4326","2416050","Chesapeake Ranch Estates CDP","hispanic",345,"2020"
"4327","2416125","Chester CDP","total",4319,"2020"
"4328","2416125","Chester CDP","white",3754,"2020"
"4329","2416125","Chester CDP","black",253,"2020"
"4330","2416125","Chester CDP","native_am",0,"2020"
"4331","2416125","Chester CDP","asian",33,"2020"
"4332","2416125","Chester CDP","pac_islander",0,"2020"
"4333","2416125","Chester CDP","hispanic",59,"2020"
"4334","2416225","Chestertown town","total",5073,"2020"
"4335","2416225","Chestertown town","white",3715,"2020"
"4336","2416225","Chestertown town","black",1079,"2020"
"4337","2416225","Chestertown town","native_am",0,"2020"
"4338","2416225","Chestertown town","asian",176,"2020"
"4339","2416225","Chestertown town","pac_islander",0,"2020"
"4340","2416225","Chestertown town","hispanic",135,"2020"
"4341","2416550","Cheverly town","total",6439,"2020"
"4342","2416550","Cheverly town","white",2482,"2020"
"4343","2416550","Cheverly town","black",3030,"2020"
"4344","2416550","Cheverly town","native_am",0,"2020"
"4345","2416550","Cheverly town","asian",375,"2020"
"4346","2416550","Cheverly town","pac_islander",0,"2020"
"4347","2416550","Cheverly town","hispanic",392,"2020"
"4348","2416620","Chevy Chase town","total",2979,"2020"
"4349","2416620","Chevy Chase town","white",2588,"2020"
"4350","2416620","Chevy Chase town","black",32,"2020"
"4351","2416620","Chevy Chase town","native_am",7,"2020"
"4352","2416620","Chevy Chase town","asian",113,"2020"
"4353","2416620","Chevy Chase town","pac_islander",0,"2020"
"4354","2416620","Chevy Chase town","hispanic",111,"2020"
"4355","2416625","Chevy Chase CDP","total",9801,"2020"
"4356","2416625","Chevy Chase CDP","white",7900,"2020"
"4357","2416625","Chevy Chase CDP","black",919,"2020"
"4358","2416625","Chevy Chase CDP","native_am",24,"2020"
"4359","2416625","Chevy Chase CDP","asian",347,"2020"
"4360","2416625","Chevy Chase CDP","pac_islander",0,"2020"
"4361","2416625","Chevy Chase CDP","hispanic",635,"2020"
"4362","2416720","Chevy Chase Section Five village","total",757,"2020"
"4363","2416720","Chevy Chase Section Five village","white",704,"2020"
"4364","2416720","Chevy Chase Section Five village","black",7,"2020"
"4365","2416720","Chevy Chase Section Five village","native_am",0,"2020"
"4366","2416720","Chevy Chase Section Five village","asian",11,"2020"
"4367","2416720","Chevy Chase Section Five village","pac_islander",0,"2020"
"4368","2416720","Chevy Chase Section Five village","hispanic",48,"2020"
"4369","2416730","Chevy Chase Section Three village","total",900,"2020"
"4370","2416730","Chevy Chase Section Three village","white",783,"2020"
"4371","2416730","Chevy Chase Section Three village","black",9,"2020"
"4372","2416730","Chevy Chase Section Three village","native_am",2,"2020"
"4373","2416730","Chevy Chase Section Three village","asian",30,"2020"
"4374","2416730","Chevy Chase Section Three village","pac_islander",0,"2020"
"4375","2416730","Chevy Chase Section Three village","hispanic",16,"2020"
"4376","2416775","Chevy Chase View town","total",1151,"2020"
"4377","2416775","Chevy Chase View town","white",1059,"2020"
"4378","2416775","Chevy Chase View town","black",8,"2020"
"4379","2416775","Chevy Chase View town","native_am",0,"2020"
"4380","2416775","Chevy Chase View town","asian",33,"2020"
"4381","2416775","Chevy Chase View town","pac_islander",0,"2020"
"4382","2416775","Chevy Chase View town","hispanic",100,"2020"
"4383","2416787","Chevy Chase Village town","total",1871,"2020"
"4384","2416787","Chevy Chase Village town","white",1762,"2020"
"4385","2416787","Chevy Chase Village town","black",13,"2020"
"4386","2416787","Chevy Chase Village town","native_am",16,"2020"
"4387","2416787","Chevy Chase Village town","asian",19,"2020"
"4388","2416787","Chevy Chase Village town","pac_islander",3,"2020"
"4389","2416787","Chevy Chase Village town","hispanic",60,"2020"
"4390","2416800","Chewsville CDP","total",301,"2020"
"4391","2416800","Chewsville CDP","white",301,"2020"
"4392","2416800","Chewsville CDP","black",0,"2020"
"4393","2416800","Chewsville CDP","native_am",0,"2020"
"4394","2416800","Chewsville CDP","asian",0,"2020"
"4395","2416800","Chewsville CDP","pac_islander",0,"2020"
"4396","2416800","Chewsville CDP","hispanic",0,"2020"
"4397","2416875","Chillum CDP","total",34230,"2020"
"4398","2416875","Chillum CDP","white",3064,"2020"
"4399","2416875","Chillum CDP","black",15223,"2020"
"4400","2416875","Chillum CDP","native_am",223,"2020"
"4401","2416875","Chillum CDP","asian",622,"2020"
"4402","2416875","Chillum CDP","pac_islander",0,"2020"
"4403","2416875","Chillum CDP","hispanic",16641,"2020"
"4404","2417000","Choptank CDP","total",30,"2020"
"4405","2417000","Choptank CDP","white",30,"2020"
"4406","2417000","Choptank CDP","black",0,"2020"
"4407","2417000","Choptank CDP","native_am",0,"2020"
"4408","2417000","Choptank CDP","asian",0,"2020"
"4409","2417000","Choptank CDP","pac_islander",0,"2020"
"4410","2417000","Choptank CDP","hispanic",0,"2020"
"4411","2417050","Church Creek town","total",75,"2020"
"4412","2417050","Church Creek town","white",73,"2020"
"4413","2417050","Church Creek town","black",0,"2020"
"4414","2417050","Church Creek town","native_am",0,"2020"
"4415","2417050","Church Creek town","asian",0,"2020"
"4416","2417050","Church Creek town","pac_islander",0,"2020"
"4417","2417050","Church Creek town","hispanic",0,"2020"
"4418","2417100","Church Hill town","total",866,"2020"
"4419","2417100","Church Hill town","white",697,"2020"
"4420","2417100","Church Hill town","black",73,"2020"
"4421","2417100","Church Hill town","native_am",0,"2020"
"4422","2417100","Church Hill town","asian",2,"2020"
"4423","2417100","Church Hill town","pac_islander",0,"2020"
"4424","2417100","Church Hill town","hispanic",74,"2020"
"4425","2417350","Clarksburg CDP","total",26234,"2020"
"4426","2417350","Clarksburg CDP","white",9042,"2020"
"4427","2417350","Clarksburg CDP","black",4369,"2020"
"4428","2417350","Clarksburg CDP","native_am",136,"2020"
"4429","2417350","Clarksburg CDP","asian",10227,"2020"
"4430","2417350","Clarksburg CDP","pac_islander",0,"2020"
"4431","2417350","Clarksburg CDP","hispanic",2395,"2020"
"4432","2417475","Clarysville CDP","total",40,"2020"
"4433","2417475","Clarysville CDP","white",40,"2020"
"4434","2417475","Clarysville CDP","black",0,"2020"
"4435","2417475","Clarysville CDP","native_am",0,"2020"
"4436","2417475","Clarysville CDP","asian",0,"2020"
"4437","2417475","Clarysville CDP","pac_islander",0,"2020"
"4438","2417475","Clarysville CDP","hispanic",0,"2020"
"4439","2417600","Clear Spring town","total",486,"2020"
"4440","2417600","Clear Spring town","white",411,"2020"
"4441","2417600","Clear Spring town","black",3,"2020"
"4442","2417600","Clear Spring town","native_am",0,"2020"
"4443","2417600","Clear Spring town","asian",49,"2020"
"4444","2417600","Clear Spring town","pac_islander",0,"2020"
"4445","2417600","Clear Spring town","hispanic",39,"2020"
"4446","2417900","Clinton CDP","total",37765,"2020"
"4447","2417900","Clinton CDP","white",2881,"2020"
"4448","2417900","Clinton CDP","black",30679,"2020"
"4449","2417900","Clinton CDP","native_am",256,"2020"
"4450","2417900","Clinton CDP","asian",1147,"2020"
"4451","2417900","Clinton CDP","pac_islander",0,"2020"
"4452","2417900","Clinton CDP","hispanic",2456,"2020"
"4453","2418150","Cloverly CDP","total",15915,"2020"
"4454","2418150","Cloverly CDP","white",6784,"2020"
"4455","2418150","Cloverly CDP","black",5169,"2020"
"4456","2418150","Cloverly CDP","native_am",0,"2020"
"4457","2418150","Cloverly CDP","asian",2083,"2020"
"4458","2418150","Cloverly CDP","pac_islander",0,"2020"
"4459","2418150","Cloverly CDP","hispanic",1794,"2020"
"4460","2418200","Cobb Island CDP","total",1119,"2020"
"4461","2418200","Cobb Island CDP","white",1092,"2020"
"4462","2418200","Cobb Island CDP","black",0,"2020"
"4463","2418200","Cobb Island CDP","native_am",0,"2020"
"4464","2418200","Cobb Island CDP","asian",0,"2020"
"4465","2418200","Cobb Island CDP","pac_islander",0,"2020"
"4466","2418200","Cobb Island CDP","hispanic",0,"2020"
"4467","2418250","Cockeysville CDP","total",22602,"2020"
"4468","2418250","Cockeysville CDP","white",13644,"2020"
"4469","2418250","Cockeysville CDP","black",3999,"2020"
"4470","2418250","Cockeysville CDP","native_am",66,"2020"
"4471","2418250","Cockeysville CDP","asian",2329,"2020"
"4472","2418250","Cockeysville CDP","pac_islander",0,"2020"
"4473","2418250","Cockeysville CDP","hispanic",3411,"2020"
"4474","2418475","Colesville CDP","total",14397,"2020"
"4475","2418475","Colesville CDP","white",6171,"2020"
"4476","2418475","Colesville CDP","black",4080,"2020"
"4477","2418475","Colesville CDP","native_am",12,"2020"
"4478","2418475","Colesville CDP","asian",2469,"2020"
"4479","2418475","Colesville CDP","pac_islander",10,"2020"
"4480","2418475","Colesville CDP","hispanic",2415,"2020"
"4481","2418750","College Park city","total",32221,"2020"
"4482","2418750","College Park city","white",17305,"2020"
"4483","2418750","College Park city","black",5657,"2020"
"4484","2418750","College Park city","native_am",34,"2020"
"4485","2418750","College Park city","asian",4585,"2020"
"4486","2418750","College Park city","pac_islander",0,"2020"
"4487","2418750","College Park city","hispanic",5546,"2020"
"4488","2418850","Colmar Manor town","total",1395,"2020"
"4489","2418850","Colmar Manor town","white",243,"2020"
"4490","2418850","Colmar Manor town","black",522,"2020"
"4491","2418850","Colmar Manor town","native_am",20,"2020"
"4492","2418850","Colmar Manor town","asian",152,"2020"
"4493","2418850","Colmar Manor town","pac_islander",0,"2020"
"4494","2418850","Colmar Manor town","hispanic",696,"2020"
"4495","2419125","Columbia CDP","total",105412,"2020"
"4496","2419125","Columbia CDP","white",53125,"2020"
"4497","2419125","Columbia CDP","black",28991,"2020"
"4498","2419125","Columbia CDP","native_am",476,"2020"
"4499","2419125","Columbia CDP","asian",13993,"2020"
"4500","2419125","Columbia CDP","pac_islander",49,"2020"
"4501","2419125","Columbia CDP","hispanic",9948,"2020"
"4502","2419825","Coral Hills CDP","total",9457,"2020"
"4503","2419825","Coral Hills CDP","white",606,"2020"
"4504","2419825","Coral Hills CDP","black",8020,"2020"
"4505","2419825","Coral Hills CDP","native_am",5,"2020"
"4506","2419825","Coral Hills CDP","asian",22,"2020"
"4507","2419825","Coral Hills CDP","pac_islander",0,"2020"
"4508","2419825","Coral Hills CDP","hispanic",1046,"2020"
"4509","2419900","Cordova CDP","total",551,"2020"
"4510","2419900","Cordova CDP","white",478,"2020"
"4511","2419900","Cordova CDP","black",73,"2020"
"4512","2419900","Cordova CDP","native_am",0,"2020"
"4513","2419900","Cordova CDP","asian",0,"2020"
"4514","2419900","Cordova CDP","pac_islander",0,"2020"
"4515","2419900","Cordova CDP","hispanic",0,"2020"
"4516","2419975","Corriganville CDP","total",619,"2020"
"4517","2419975","Corriganville CDP","white",560,"2020"
"4518","2419975","Corriganville CDP","black",20,"2020"
"4519","2419975","Corriganville CDP","native_am",0,"2020"
"4520","2419975","Corriganville CDP","asian",0,"2020"
"4521","2419975","Corriganville CDP","pac_islander",0,"2020"
"4522","2419975","Corriganville CDP","hispanic",0,"2020"
"4523","2420050","Cottage City town","total",1150,"2020"
"4524","2420050","Cottage City town","white",188,"2020"
"4525","2420050","Cottage City town","black",371,"2020"
"4526","2420050","Cottage City town","native_am",24,"2020"
"4527","2420050","Cottage City town","asian",55,"2020"
"4528","2420050","Cottage City town","pac_islander",16,"2020"
"4529","2420050","Cottage City town","hispanic",541,"2020"
"4530","2420500","Crellin CDP","total",57,"2020"
"4531","2420500","Crellin CDP","white",57,"2020"
"4532","2420500","Crellin CDP","black",0,"2020"
"4533","2420500","Crellin CDP","native_am",0,"2020"
"4534","2420500","Crellin CDP","asian",0,"2020"
"4535","2420500","Crellin CDP","pac_islander",0,"2020"
"4536","2420500","Crellin CDP","hispanic",0,"2020"
"4537","2420525","Cresaptown CDP","total",5584,"2020"
"4538","2420525","Cresaptown CDP","white",2827,"2020"
"4539","2420525","Cresaptown CDP","black",2644,"2020"
"4540","2420525","Cresaptown CDP","native_am",34,"2020"
"4541","2420525","Cresaptown CDP","asian",13,"2020"
"4542","2420525","Cresaptown CDP","pac_islander",0,"2020"
"4543","2420525","Cresaptown CDP","hispanic",124,"2020"
"4544","2420775","Crisfield city","total",2572,"2020"
"4545","2420775","Crisfield city","white",1548,"2020"
"4546","2420775","Crisfield city","black",852,"2020"
"4547","2420775","Crisfield city","native_am",0,"2020"
"4548","2420775","Crisfield city","asian",4,"2020"
"4549","2420775","Crisfield city","pac_islander",0,"2020"
"4550","2420775","Crisfield city","hispanic",29,"2020"
"4551","2420875","Crofton CDP","total",29482,"2020"
"4552","2420875","Crofton CDP","white",20219,"2020"
"4553","2420875","Crofton CDP","black",4963,"2020"
"4554","2420875","Crofton CDP","native_am",9,"2020"
"4555","2420875","Crofton CDP","asian",2200,"2020"
"4556","2420875","Crofton CDP","pac_islander",0,"2020"
"4557","2420875","Crofton CDP","hispanic",2093,"2020"
"4558","2420925","Croom CDP","total",2353,"2020"
"4559","2420925","Croom CDP","white",1366,"2020"
"4560","2420925","Croom CDP","black",713,"2020"
"4561","2420925","Croom CDP","native_am",0,"2020"
"4562","2420925","Croom CDP","asian",0,"2020"
"4563","2420925","Croom CDP","pac_islander",58,"2020"
"4564","2420925","Croom CDP","hispanic",128,"2020"
"4565","2421075","Crownsville CDP","total",1473,"2020"
"4566","2421075","Crownsville CDP","white",1373,"2020"
"4567","2421075","Crownsville CDP","black",100,"2020"
"4568","2421075","Crownsville CDP","native_am",0,"2020"
"4569","2421075","Crownsville CDP","asian",0,"2020"
"4570","2421075","Crownsville CDP","pac_islander",0,"2020"
"4571","2421075","Crownsville CDP","hispanic",0,"2020"
"4572","2421150","Crumpton CDP","total",324,"2020"
"4573","2421150","Crumpton CDP","white",313,"2020"
"4574","2421150","Crumpton CDP","black",0,"2020"
"4575","2421150","Crumpton CDP","native_am",0,"2020"
"4576","2421150","Crumpton CDP","asian",0,"2020"
"4577","2421150","Crumpton CDP","pac_islander",0,"2020"
"4578","2421150","Crumpton CDP","hispanic",31,"2020"
"4579","2421325","Cumberland city","total",19495,"2020"
"4580","2421325","Cumberland city","white",17512,"2020"
"4581","2421325","Cumberland city","black",1144,"2020"
"4582","2421325","Cumberland city","native_am",43,"2020"
"4583","2421325","Cumberland city","asian",86,"2020"
