X,Y,OBJECTID,County,PSC_NUMBER,SCHOOL_NAME,STREET,CITY,STATE,ZIP,Grades,School_Type
-8548241.9163,4783013.6334,1048,Baltimore County,03.124,Owings Mills Elementary,10824 REISTERSTOWN ROAD,OWINGS MILLS,MD,21117,PreK-5,Elementary
-8548788.2649,4782510.0115,1049,Baltimore County,03.073,Owings Mills High,124 TOLLGATE ROAD,OWINGS MILLS,MD,21117,9-12,High
-8518935.1714,4775915.1197,1050,Baltimore County,03.082,Parkville Middle,8711 AVONDALE ROAD,BALTIMORE,MD,21234,6-8,Middle
-8513201.6003,4778916.2437,1051,Baltimore County,03.007,Perry Hall Middle,4300 EBENEZER ROAD,BALTIMORE,MD,21236,6-8,Middle
-8538052.4974,4775882.1718,1052,Baltimore County,03.033,Pikesville High,7621 LABYRINTH ROAD,BALTIMORE,MD,21208,9-12,High
-8531356.9405,4785538.8175,1053,Baltimore County,03.131,Pinewood Elementary,200 RICKSWOOD ROAD,TIMONIUM,MD,21093,PreK-5,Elementary
-8524045.33,4777935.046,1054,Baltimore County,03.139,Pleasant Plains Elementary,8300 PLEASANT PLAINS ROAD,TOWSON,MD,21286,PreK-5,Elementary
-8528691.7044,4787033.027,1055,Baltimore County,03.023,Pot Spring Elementary,2410 SPRINGLAKE DRIVE,TIMONIUM,MD,21093,PreK-5,Elementary
-8539606.0651,4817660.5553,1056,Baltimore County,03.013,Prettyboy Elementary,19810 MIDDLETOWN ROAD,FREELAND,MD,21053,K-5,Elementary
-8517184.9466,4769702.2112,1057,Baltimore County,03.109,Red House Run Elementary,1717 WEYBURN ROAD,BALTIMORE,MD,21237,PreK-5,Elementary
-8538268.9959,4755000.5209,1058,Baltimore County,03.132,Relay Elementary,5885 SELFORD ROAD,BALTIMORE,MD,21227,PK-5,Elementary
-8622929.7456,4783113.2922,1059,Frederick,10.058,Waverley Elementary,201 WAVERLEY DRIVE,FREDERICK,MD,21702,PK-5,Elementary
-8611965.8435,4789818.9213,1060,Frederick,10.002,Walkersville Elementary,83 FREDERICK STREET,WALKERSVILLE,MD,21793,PreK-5,Elementary
-8542272.7397,4764668.1061,1061,Baltimore County,03.176,Southwest Academy,6200 JOHNNYCAKE ROAD,BALTIMORE,MD,21207,6-8,Middle
-8511066.958,4770762.5615,1062,Baltimore County,03.057,Victory Villa Elementary,500 COMPASS ROAD,BALTIMORE,MD,21220,PreK-5,Elementary
-8546027.9754,4760792.5983,1063,Baltimore County,03.130,Westchester Elementary,2300 OLD FREDERICK ROAD,BALTIMORE,MD,21228,PreK-5,Elementary
-8499107.1705,4804926.9997,1064,Harford,12.041,Hickory Elementary,2100 CONOWINGO RD,BEL AIR,MD,21014,K-5,Elementary
-8517432.8376,4730149.9386,1065,Anne Arundel,02.096,Severn River Middle,241 PENINSULA FARM ROAD,ARNOLD,MD,21012,6-8,Middle
-8561543.6809,4720501.8432,1066,Prince George's,16.220,Berwyn Heights Elementary,6200 PONTIAC STREET,BERWYN HEIGHTS,MD,20740,PreK-6,Elementary
-8562955.7026,4708648.2337,1067,Prince George's,16.222,Gray (Robert R.) Elementary,4949 ADDISON ROAD,CAPITOL HEIGHTS,MD,20743,PreK-6,Elementary
-8567839.2876,4721684.9267,1068,Prince George's,16.231,Mary Harris Mother Jones Elementary,2405 TECUMSEH STREET,ADELPHI,MD,20783,PreK-5,Elementary
-8557758.4729,4707849.821,1069,Prince George's,16.054,Rice (Cora L.) Elementary,950 NALLEY ROAD,LANDOVER,MD,20785,PreK-5,Elementary
-8557721.3455,4707783.9929,1070,Prince George's,16.208,Gholson (G. James) Middle,900 NALLEY ROAD,LANDOVER,MD,20785,6-8,Middle
-8547837.3853,4772337.2981,1071,Baltimore County,03.198,Windsor Mill Middle,8300 WINDSOR MILL ROAD,BALTIMORE,MD,21244,6-8,Middle
-8543678.0075,4777620.1049,1072,Baltimore County,03.199,Woodholme Elementary,300 MOUNT WILSON LANE,BALTIMORE,MD,21208,PreK-5,Elementary
-8534743.4392,4787452.1212,1073,Baltimore County,03.200,Mays Chapel Elementary,12250 ROUNDWOOD RD,TIMONIUM,MD,21093,PreK-5,Elementary
-8509621.4169,4781372.1276,1074,Baltimore County,03.204,Crossroads Elementary,FORGE ROAD AT CROSS ROAD,BALTIMORE,MD,21128,,
-8506306.9357,4775016.1098,1075,Baltimore County,03.208,Vincent Farm Elementary,6019 EBENEZER ROAD,BALTIMORE,MD,21162,PreK-5,Elementary
-8558948.8227,4666610.4643,1076,Charles,08.022,Thomas Stone High,3785 LEONARDTOWN ROAD,WALDORF,MD,20601,9-12,High
-8551354.5769,4753534.8515,1077,Howard,13.024,Phelps Luck Elementary,5370 OLDSTONE CT,COLUMBIA,MD,21045,PreK-5,Elementary
-8561615.0898,4665722.6161,1078,Charles,08.037,Dr. Samuel A. Mudd Elementary,820 STONE AVE,WALDORF,MD,20602,PreK-5,Elementary
-8603315.0082,4736344.3245,1079,Montgomery,15.051,Darnestown Elementary,15030 TURKEY FOOT ROAD,GAITHERSBURG,MD,20878,K-5,Elementary
-8583772.7838,4716009.8637,1080,Montgomery,15.215,Westland Middle,5511 MASSACHUSETTS  AVENUE,BETHESDA,MD,20816,6-8,Middle
-8568142.6534,4653104.6099,1081,Charles,08.033,Walter J. Mitchell Elementary,400 WILLOW LANE,LA PLATA,MD,20646,PreK-5,Elementary
-8584798.7034,4717019.4084,1082,Montgomery,15.060,Wood Acres Elementary,5800 CROMWELL DRIVE,BETHESDA,MD,20816,K-5,Elementary
-8516596.6925,4698947.6141,1083,Anne Arundel,02.113,Shady Side Elementary,4859 ATWELL ROAD,SHADY SIDE,MD,20764,PreK-5,Elementary
-8517166.9387,4706833.2738,1084,Anne Arundel,02.105,Mayo Elementary,1260 MAYO RIDGE ROAD,EDGEWATER,MD,21037,K-5,Elementary
-8514516.0313,4713250.0724,1085,Anne Arundel,02.084,Hillsmere Elementary,3052 ARUNDEL ON THE BAY ROAD,ANNAPOLIS,MD,21403,PreK-5,Elementary
-8531340.3238,4710065.6092,1086,Anne Arundel,02.098,Davidsonville Elementary,962 CENTRAL AVENUE WEST,DAVIDSONVILLE,MD,21035,K-5,Elementary
-8535500.2178,4626164.4889,1087,St. Mary's,18.005,Benjamin Banneker Elementary,27180 POINT LOOKOUT ROAD,LOVEVILLE,MD,20656,PK-5,Elementary
-8535505.2307,4625839.5282,1088,St. Mary's,18.018,Loveville Building (part of Benjamin Banneker Elementary),27110 POINT LOOKOUT ROAD,LOVEVILLE,MD,20656,PK-5,Elementary
-8520618.7098,4627141.18,1089,St. Mary's,18.026,Hollywood Elementary,44345 JOY CHAPEL ROAD,HOLLYWOOD,MD,20636,PK-5,Elementary
-8528445.7706,4618199.6417,1090,St. Mary's,18.001,Leonardtown Middle,24015 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,6-8,Middle
-8522612.7169,4710481.0996,1091,Anne Arundel,02.099,South River High,201 CENTRAL AVENUE EAST,EDGEWATER,MD,21037,9-12,High
-8540338.5386,4730404.7375,1092,Anne Arundel,02.100,Piney Orchard Elementary,2641 STRAWBERRY LAKE WAY,ODENTON,MD,21113,K-5,Elementary
-8520231.2115,4733526.9486,1093,Anne Arundel,02.086,Folger McKinsey Elementary,175 ARUNDEL BEACH ROAD,SEVERNA PARK,MD,21146,K-5,Elementary
-8531014.5582,4748974.9309,1094,Anne Arundel,02.088,Hilltop Elementary,415 MELROSE AVENUE,GLEN BURNIE,MD,21061,K-5,Elementary
-8537060.8356,4738349.2863,1095,Anne Arundel,02.090,Ridgeway Elementary,1440 EVERGREEN ROAD,SEVERN,MD,21144,K-5,Elementary
-8533965.825,4749783.4681,1096,Anne Arundel,02.127,Lindale Middle,415 ANDOVER ROAD,LINTHICUM,MD,21090,6-8,Middle
-8526630.0329,4742320.7365,1097,Anne Arundel,02.079,Marley Elementary,715 COOPER ROAD,GLEN BURNIE,MD,21060,PreK-5,Elementary
-8525004.634,4741400.4865,1098,Anne Arundel,02.080,Freetown Elementary,7904 FREETOWN ROAD,GLEN BURNIE,MD,21060,PreK-5,Elementary
-8522213.3066,4721366.1704,1099,Anne Arundel,02.081,Rolling Knolls Elementary,1985 VALLEY ROAD,ANNAPOLIS,MD,21401,PreK-5,Elementary
-8551312.6156,4735425.3063,1100,Anne Arundel,02.082,Maryland City Elementary,3359 CRUMPTON SOUTH,LAUREL,MD,20724,PreK-5,Elementary
-8517476.4534,4719277.3478,1101,Anne Arundel,02.083,Phoenix Academy,1411 CEDAR PARK DRIVE,ANNAPOLIS,MD,21401,K-12,Alternate
-8531088.6834,4741766.3067,1102,Anne Arundel,02.073,Glen Burnie Park Elementary,500 MARLBORO ROAD,GLEN BURNIE,MD,21061,PreK-5,Elementary
-8542736.1227,4737734.1216,1103,Anne Arundel,02.074,Manor View Elementary,2900 MACARTHUR ROAD,FORT MEADE,MD,20755,1-5,Elementary
-8521658.2718,4690033.2146,1104,Anne Arundel,02.075,Deale Elementary,759 MASONS BEACH ROAD,DEALE,MD,20751,K-5,Elementary
-8528215.9265,4753607.8635,1105,Anne Arundel,02.076,Park Elementary,201 EAST 11TH AVENUE,BALTIMORE,MD,21225,PreK-5,Elementary
-8533146.1508,4740917.1355,1106,Anne Arundel,02.078,Quarterfield Elementary,7967 QUARTERFIELD ROAD,SEVERN,MD,21144,PreK-5,Elementary
-8783317.457,4815752.4804,1107,Allegany,01.013,Eckhart Alternative,17000 NATIONAL HIGHWAY SW,FROSTBURG,MD,21532,6-12,Alternate
-8792883.0594,4802286.6304,1108,Allegany,01.014,Westmar Middle,16915 LOWER GEORGE'S CREEK ROAD SW,LONACONING,MD,21539,6-8,Middle
-8523465.8605,4737320.2647,1109,Anne Arundel,02.070,Pasadena Elementary,401 EAST PASADENA ROAD,PASADENA,MD,21122,K-5,Elementary
-8544914.8648,4738683.1192,1110,Anne Arundel,02.072,West Meade EEC,7722 RAY STREET,FORT MEADE,MD,20755,PreK-K,Elementary
-8775146.085,4814353.6208,1111,Allegany,01.033,Parkside Elementary,50 PARKSIDE BOULEVARD,LAVALE,MD,21502,PreK-5,Elementary
-8768722.9092,4817527.2324,1112,Allegany,01.035,Braddock Middle,909 HOLLAND STREET,CUMBERLAND,MD,21502,6-8,Middle
-8765949.0373,4813535.2973,1113,Allegany,01.034,Washington Middle,200 N. MASSACHUSSETTS AVENUE,CUMBERLAND,MD,21502,6-8,Middle
-8768156.4034,4811680.4435,1114,Allegany,01.004,John Humbird Elementary,120 MARY STREET,CUMBERLAND,MD,21502,PreK-5,Elementary
-8766187.5511,4814386.8836,1115,Allegany,01.011,Fort Hill High,500 GREENWAY AVENUE,CUMBERLAND,MD,21502,9-12,High
-8767377.5272,4819390.9502,1116,Allegany,01.030,Northeast Elementary,11001 FOREST AVENUE,CUMBERLAND,MD,21502,PreK-5,Elementary
-8780894.9664,4822605.0295,1117,Allegany,01.025,Mt. Savage Elementary/Middle,13201 NEW SCHOOL ROAD NW,MT. SAVAGE,MD,21545,PreK-8,PreK-8
-8775485.7447,4806496.5122,1118,Allegany,01.032,Cresaptown Elementary,13202 SIXTH AVENUE,CRESAPTOWN,MD,21502,PreK-5,Elementary
-8773536.4921,4817958.5327,1119,Allegany,01.022,Cash Valley Elementary,10601 CASH VALLEY ROAD,CUMBERLAND,MD,21502,PreK-5,Elementary
-8798892.8823,4790952.5704,1120,Allegany,01.024,Westernport Elementary,172 CHURCH STREET,WESTERNPORT,MD,21562,PreK-5,Elementary
-8774757.3767,4808086.0789,1121,Allegany,01.027,Center For Career & Technical Education,"14211 MCMULLEN HIGHWAY, SW",CRESAPTOWN,MD,21502,11-12,Career Tech
-8790187.6719,4804833.3847,1122,Allegany,01.001,George's Creek Elementary,15600 LOWER GEORGE'S CREEK ROAD SW,LONACONING,MD,21539,PreK-5,Elementary
-8768943.2105,4815181.7465,1123,Allegany,01.017,West Side Elementary,425 PACA STREET,CUMBERLAND,MD,21502,PreK-5,Elementary
-8745767.0697,4822635.0251,1124,Allegany,01.020,Flintstone Elementary,22000 NATIONAL PIKE SW,FLINTSTONE,MD,21530,PreK-5,Elementary
-8767160.1059,4813170.0495,1125,Allegany,01.021,South Penn Elementary,500 EAST SECOND STREET,CUMBERLAND,MD,21502,PreK-5,Elementary
-8584293.4949,4725036.0512,1126,Montgomery,15.016,Grosvenor Center,5701 GROSVENOR LN,BETHESDA,MD,20014,,Alternate                                         
-8572742.3005,4722281.003,1127,Montgomery,15.101,Highland View Elementary,9010 PROVIDENCE AVENUE,SILVER SPRING,MD,20901,K-5,Elementary
-8587605.1322,4731713.9607,1128,Montgomery,15.014,Bayard Rustin Elementary,332 W EDMONSTON DR,ROCKVILLE,MD,20851,,Elementary
-8585737.7114,4728108.6952,1129,Montgomery,15.220,Luxmanor Elementary,6201 TILDEN LANE,ROCKVILLE,MD,20852,K-5,Elementary
-8595338.9314,4724780.4127,1130,Montgomery,15.110,Potomac Elementary,10311 RIVER ROAD,POTOMAC,MD,20854,K-5,Elementary
-8601224.562,4754060.4078,1131,Montgomery,15.196,Clarksburg High,22500 WIMS ROAD,CLARKSBURG,MD,20871,9-12,High
-8576645.231,4721872.3234,1132,Montgomery,15.062,Rosemary Hills Elementary,2111 PORTER RD,SILVER SPRING,MD,20910,pre-K-2,Elementary
-8592230.2437,4739613.758,1133,Montgomery,15.203,Rosemont Elementary,16400 ALDEN AVENUE,GAITHERSBURG,MD,20877,pre-K-5,Elementary
-8584722.8125,4741623.4272,1134,Montgomery,15.160,Sequoyah Elementary,17301 BOWIE MILL ROAD,DERWOOD,MD,20855,K-5,Elementary
-8581890.5708,4717218.3494,1135,Montgomery,15.008,Somerset Elementary,5811 WARWICK PLACE,CHEVY CHASE,MD,20815,K-5,Elementary
-8593347.7366,4739914.4848,1136,Montgomery,15.174,Summit Hall Elementary,101 WEST DEER PARK ROAD,GAITHERSBURG,MD,20877,HS-5,Elementary
-8573053.6277,4719596.3876,1137,Montgomery,15.001,Takoma Park Middle,7611 PINEY BRANCH RD,SILVER SPRING,MD,20910,6-8,Middle
-8572967.195,4719171.108,1138,Montgomery,15.081,Takoma Park Elementary,7511 HOLLY AVENUE,TAKOMA PARK,MD,20912,pre-K-2,Elementary
-8600534.8894,4739768.0494,1139,Montgomery,15.187,Marshall (Thurgood) Elementary,12260 MCDONALD CHAPEL DRIVE,GAITHERSBURG,MD,20876,K-5,Elementary
-8585189.4489,4727159.2046,1140,Montgomery,15.125,Tilden Middle,11211 OLD GEORGETOWN ROAD,ROCKVILLE,MD,20852,6-8,Middle
-8578987.7907,4730544.5797,1141,Montgomery,15.142,Edison (Thomas) High,12501 DALEWOOD DRIVE,SILVER SPRING,MD,20906,10-12,Career Tech
-8585814.0097,4719051.7002,1142,Montgomery,15.134,Whitman (Walt) High,7100 WHITTIER BOULEVARD,BETHESDA,MD,20817,9-12,High
-8594554.6128,4728491.5264,1143,Montgomery,15.033,Wayside Elementary,10011 GLEN RD,ROCKVILLE,MD,20854,K-5,Elementary
-8593691.8414,4757916.0852,1144,Montgomery,15.143,Woodfield Elementary,24200 WOODFIELD ROAD,GAITHERSBURG,MD,20879,K-5,Elementary
-8585873.185,4723008.6214,1145,Montgomery,15.075,Wyngate Elementary,9300 WADSWORTH DRIVE,BETHESDA,MD,20817,K-5,Elementary
-8566903.7684,4732402.2148,1146,Montgomery,15.265,Fairland Center,13313 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,,Alternate                                         
-8589708.7788,4742186.9937,1147,Montgomery,15.275,Shady Grove Middle,8100 MID COUNTY HIGHWAY,GAITHERSBURG,MD,20877,6-8,Middle
-8599230.8299,4745447.2998,1148,Montgomery,15.259,Clemente (Roberto) Middle,18808 WARING STATION ROAD,GERMANTOWN,MD,20874,6-8,Middle
-8594095.3044,4736441.3967,1149,Montgomery,15.266,RICA School,15000 BROSCHART ROAD,ROCKVILLE,MD,20850,,Special Ed.
-8370074.0483,4627253.1812,1150,Worcester,23.014,Stephen Decatur Middle,9815 SEAHAWK ROAD,BERLIN,MD,21811,7-8,Middle
-8574069.1099,4726783.5626,1151,Montgomery,15.046,Northwood High,"919 UNIVERSITY BLVD., WEST",SILVER SPRING,MD,20901,9-12,High
-8579756.0778,4721521.6067,1152,Montgomery,15.195,North Chevy Chase Elementary,3700 JONES BRIDGE ROAD,CHEVY CHASE,MD,20815,3-6,Elementary
-8393196.7346,4603058.1418,1153,Worcester,23.009,Snow Hill Middle,522 COULBOURNE LANE,SNOW HILL,MD,21863,4-8,Elementary/Middle
-8649092.2386,4816067.5149,1154,Washington,21.044,Potomac Heights Elementary,301 E. MAGNOLIA AVENUE,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8546432.7471,4754832.2992,1155,Howard,13.057,Ilchester Elementary,4981 ILCHESTER RD,ELLICOTT CITY,MD,21043,PreK-5,Elementary
-8564571.4251,4767751.0537,1156,Howard,13.049,Mount View Middle,12101 WOODFORD DRIVE,MARRIOTTSVILLE,MD,21104,6-8,Middle
-8600652.1056,4745713.8654,1157,Montgomery,15.151,McAuliffe (Christa S.) Elementary,12500 WISTERIA DRIVE,GERMANTOWN,MD,20874,HS-5,Elementary
-8597437.7453,4748865.2242,1158,Montgomery,15.159,Daly (Capt. James E.) Elementary,20301 BRANDERMILL DRIVE,GAITHERSBURG,MD,20876,pre-K-5,Elementary
-8575286.9298,4725450.9832,1159,Montgomery,15.235,Sligo Middle,1401 DENNIS AVE,SILVER SPRING,MD,20902,6-8,Middle
-8577289.7075,4720552.3301,1160,Montgomery,15.138,Rock Creek Forest Elementary,8330 GRUBB ROAD,CHEVY CHASE,MD,20815,K-5,Elementary
-8591980.8,4732703.3604,1161,Montgomery,15.023,Wootton (Thomas S.) High,2100 WOOTTON PARKWAY,ROCKVILLE,MD,20850,9-12,High
-8573350.8596,4721719.6157,1162,Montgomery,15.264,Sligo Creek Elementary,500 SCHUYLER AVENUE,SILVER SPRING,MD,20910,K-5,Elementary
-8583024.8713,4715697.3223,1163,Montgomery,15.017,Westbrook Elementary,5110 ALLAN TERRACE,BETHESDA,MD,20816,K-5,Elementary
-8416888.2318,4634561.8084,1164,Wicomico,22.029,West Salisbury Elementary,1321 WEST ROAD,SALISBURY,MD,21801,PreK-2,Elementary
-8395632.7942,4634919.4053,1165,Wicomico,22.019,Pittsville Elementary/Middle,34404 OLD OCEAN CITY ROAD,PITTSVILLE,MD,21850,4-8,Elementary/Middle
-8393096.242,4603045.8194,1166,Worcester,23.013,Cedar Chapel Special School,510 COULBOURNE LANE,SNOW HILL,MD,21863,,Special Ed.
-8360955.6758,4628547.6638,1167,Worcester,23.006,Ocean City Elementary,12828 CENTER DRIVE,OCEAN CITY,MD,21842,PreK-4,Elementary
-8569517.8378,4717327.7007,1168,Prince George's,16.167,Chavez (Cesar) Elementary,6609 RIGGS ROAD,HYATTSVILLE,MD,20782,PreK-6,Elementary
-8530386.5023,4748167.9702,1169,Anne Arundel,02.063,George Cromwell Elementary,221 OLEN DRIVE,GLEN BURNIE,MD,21061,K-5,Elementary
-8529767.6774,4749387.0697,1170,Anne Arundel,02.118,North Glen Elementary,615 W FURNACE BRANCH ROAD,GLEN BURNIE,MD,21061,PreK-5,Elementary
-8514161.9378,4728601.3221,1171,Anne Arundel,02.023,Broadneck Elementary,470 SHORE ACRES ROAD,ARNOLD,MD,21012,K-5,Elementary
-8542271.7026,4739613.3538,1172,Anne Arundel,02.104,Meade Middle,1103 26TH STREET,FORT MEADE,MD,20755,6-8,Middle
-8530863.3074,4779868.7223,1173,Baltimore County,03.195,Ridge Ruxton School,6916 CHARLES STREET,TOWSON,MD,21204,Sp.,Special Ed.
-8560872.0966,4701680.481,1174,Prince George's,16.160,Key (Francis Scott) Elementary,2301 SCOTT KEY DRIVE,DISTRICT HEIGHTS,MD,20747,PreK-5,Elementary
-8529798.6378,4766003.1133,1175,Baltimore City,30.069,Mt. Royal Elementary/Middle # 066,121 MCMECHEN STREET,BALTIMORE,MD,21217,K-8,Elementary/Middle
-8523798.569,4763271.191,1176,Baltimore City,30.072,Highlandtown PK-8 #  215,3223 E PRATT ST,BALTIMORE,MD,21224,PK-8,PreK-8
-8536439.9172,4770125.6538,1177,Baltimore City,30.074,George W. F. McMechen Special Ed. High # 177,4411 GARRISON BLVD,BALTIMORE,MD,21215,9-12,Special Ed.
-8520503.8024,4767148.3348,1178,Baltimore City,30.057,Moravia Park Building #105A,6201 FRANKFORD AVE,BALTIMORE,MD,21206,PreK-2,Elementary
-8527501.972,4770898.8601,1179,Baltimore City,30.064,Walter P. Carter PK-8 # 134,820 E 43RD ST,BALTIMORE,MD,21212,PK-8,PreK-8
-8528317.868,4760540.9972,1180,Baltimore City,30.044,Thomas Johnson PK-8 # 084,100 E HEATH ST,BALTIMORE,MD,21230,PreK-8,PreK-8
-8536326.368,4767112.5346,1181,Baltimore City,30.045,Windsor Hills PK-8 # 087,4001 ALTO RD,BALTIMORE,MD,21216,Pre-K-8,PreK-8
-8525622.2706,4765808.7468,1182,Baltimore City,30.053,Collington Square PK-8 # 097,1409 N COLLINGTON AVE,BALTIMORE,MD,21213,PreK-8,PreK-8
-8530401.1591,4769354.8119,1183,Baltimore City,30.030,Hampden PK-8 #055,3608 CHESTNUT AVE,BALTIMORE,MD,21211,PreK-8,PreK-8
-8530668.1507,4766424.1708,1184,Baltimore City,30.034,Dorothy I. Height Elementary # 061,2011 LINDEN AVE,BALTIMORE,MD,21217,PreK-5,Elementary
-8534232.5079,4767311.272,1185,Baltimore City,30.040,William H. Lemmel Building #079,2801 N DUKELAND ST,BALTIMORE,MD,21216,6-12,Middle/High
-8524781.9892,4764044.8294,1186,Baltimore City,30.042,William Paca Elementary # 083,200 N LAKEWOOD AVE,BALTIMORE,MD,21224,PreK-5,Elementary
-8525423.0455,4768731.3315,1187,Baltimore City,30.022,Montebello PK-8 # 044,2040 E 32ND ST,BALTIMORE,MD,21218,PK-8,PreK-8
-8528328.0481,4761504.0263,1188,Baltimore City,30.023,Federal Hill Prep PK-5 # 045,1040 WILLIAM ST,BALTIMORE,MD,21230,PreK-5,Elementary
-8524399.763,4762734.3927,1189,Baltimore City,30.025,Hampstead Hill Acad. PK-8 # 047,500 S LINWOOD AVE,BALTIMORE,MD,21224,PreK-8,PreK-8
-8527657.1889,4769088.1938,1190,Baltimore City,30.028,Waverly PK-8 # 051,3400 ELERSLIE AVE,BALTIMORE,MD,21218,PreK-8,PreK-8
-8528758.2177,4767577.9055,1191,Baltimore City,30.029,Margaret Brent PK-8 # 053,100 EAST 26TH ST,BALTIMORE,MD,21218,PreK-8,PreK-8
-8525955.1396,4763017.4416,1192,Baltimore City,30.016,Wolfe Street Academy Elementary # 023 (formerly General Wolf,245 S WOLFE ST,BALTIMORE,MD,21231,PreK-5,Elementary
-8526478.2512,4766680.4266,1193,Baltimore City,30.019,Harford Heights Building #036,1919 NORTH BROADWAY,BALTIMORE,MD,21213,PK-5,Elementary
-8528589.4465,4766626.0381,1194,Baltimore City,30.020,Dallas F. Nicholas Elementary # 039,201 E. 21ST STREET,BALTIMORE,MD,21218,PK-5,Elementary
-8522063.1485,4772000.0027,1195,Baltimore City,30.021,Hamilton Building # 041,5609 SEFTON AVE,BALTIMORE,MD,21214,"K-8;",Elementary/Middle/High
-8528172.087,4744757.6827,1196,Anne Arundel,02.065,Glendale Elementary,105 CARROLL ROAD,GLEN BURNIE,MD,21060,PreK-5,Elementary
-8540230.6444,4738580.1505,1197,Anne Arundel,02.066,Meade Heights Elementary,1925 REECE ROAD,FORT MEADE,MD,20755,PreK-5,Elementary
-8522037.1272,4746716.5099,1198,Anne Arundel,02.067,Solley Elementary,7608 SOLLEY ROAD,GLEN BURNIE,MD,21060,PreK-5,Elementary
-8515882.0048,4715334.5427,1199,Anne Arundel,02.069,Tyler Heights Elementary,200 JANWALL STREET,ANNAPOLIS,MD,21403,PreK-5,Elementary
-8518859.3423,4718517.3281,1200,Anne Arundel,02.058,Mills-Parole Elementary,1 GEORGE & MARION PHELPS LANE,ANNAPOLIS,MD,21401,PreK-5,Elementary
-8526582.5895,4742995.247,1201,Anne Arundel,02.059,Marley Middle,10 DAVIS COURT,GLEN BURNIE,MD,21060,6-8,Middle
-8544258.7735,4738211.5987,1202,Anne Arundel,02.060,Pershing Hill Elementary,7600 29TH DIVISION ROAD,FORT MEADE,MD,20755,1-5,Elementary
-8510981.3809,4737731.7448,1203,Anne Arundel,02.062,Bodkin Elementary,8320 VENTNOR ROAD,PASADENA,MD,21122,K-5,Elementary
-8540113.2059,4742744.751,1204,Anne Arundel,02.064,Frank Hebron-Harman Elementary,7660 RIDGE CHAPEL ROAD,HANOVER,MD,21076,PreK-5,Elementary
-8521336.4163,4732038.3323,1205,Anne Arundel,02.052,Severna Park Elementary,6 RIGGS AVENUE,SEVERNA PARK,MD,21146,K-5,Elementary
-8531488.6151,4729605.4235,1206,Anne Arundel,02.053,Millersville Elementary,1601 MILLERSVILLE ROAD,MILLERSVILLE,MD,21108,K-5,Elementary
-8531235.2305,4749370.7926,1207,Anne Arundel,02.054,North County High,10 EAST 1ST AVENUE,GLEN BURNIE,MD,21061,9-12,High
-8516209.4411,4730078.1964,1208,Anne Arundel,02.056,Belvedere Elementary,360 BROADWATER ROAD,ARNOLD,MD,21012,PreK-5,Elementary
-8536653.6562,4732066.0328,1209,Anne Arundel,02.057,Arundel Middle,1179 HAMMOND LANE,ODENTON,MD,21113,6-8,Middle
-8511503.0541,4726353.3096,1210,Anne Arundel,02.047,Windsor Farm Elementary,591 BROADNECK ROAD,ANNAPOLIS,MD,21409,K-5,Elementary
-8537895.5547,4733627.5705,1211,Anne Arundel,02.048,Odenton Elementary,1290 ODENTON ROAD,ODENTON,MD,21113,PreK-5,Elementary
-8528298.6499,4736264.8222,1212,Anne Arundel,02.049,Shipley's Choice Elementary,310 GOVERNOR STONE PARKWAY,MILLERSVILLE,MD,21108,K-5,Elementary
-8530880.9945,4743820.0761,1213,Anne Arundel,02.051,Corkran Middle,7600 QUARTERFIELD ROAD,GLEN BURNIE,MD,21061,6-8,Middle
-8536201.3176,4731890.4152,1214,Anne Arundel,02.040,Arundel High,1001 ANNAPOLIS ROAD,GAMBRILLS,MD,21054,9-12,High
-8536905.1523,4723615.7756,1215,Anne Arundel,02.041,Crofton Elementary,1405 DUKE OF KENT DRIVE,CROFTON,MD,21114,k-5,Elementary
-8528176.5936,4696447.2351,1216,Anne Arundel,02.042,Southern Middle,5235 SOLOMONS ISLAND ROAD,LOTHIAN,MD,20711,6-8,Middle
-8537104.6366,4741425.2084,1217,Anne Arundel,02.043,Severn Elementary,838 REECE ROAD,SEVERN,MD,21144,PreK-5,Elementary
-8521399.2193,4740648.1128,1218,Anne Arundel,02.044,Northeast Middle,7922 OUTING AVENUE,PASADENA,MD,21122,6-8,Middle
-8522295.9327,4712747.2469,1219,Anne Arundel,02.033,Edgewater Elementary,121 WASHINGTON ROAD,EDGEWATER,MD,21037,K-5,Elementary
-8514574.6733,4718312.8432,1220,Anne Arundel,02.034,Annapolis Elementary,180 GREEN STREET,ANNAPOLIS,MD,21401,PreK-5,Elementary
-8514070.4156,4717373.9031,1221,Anne Arundel,02.035,Eastport Elementary,420 FIFTH STREET,ANNAPOLIS,MD,21403,PreK-5,Elementary
-8516315.1376,4720430.8479,1222,Anne Arundel,02.036,West Annapolis Elementary,505 MELVIN AVENUE,ANNAPOLIS,MD,21401,K-5,Elementary
-8516531.9756,4717701.3518,1223,Anne Arundel,02.037,Bates Middle,701 CHASE STREET,ANNAPOLIS,MD,21401,6-8,Middle
-8528545.7505,4696861.9215,1224,Anne Arundel,02.024,Lothian Elementary,5175 SOLOMONS ISLAND ROAD,LOTHIAN,MD,20711,PreK-5,Elementary
